,text,category,label
486,"1. **Introduction:** Bifrost is a decentralized cross-chain liquidity platform that allows users to provide liquidity and earn fees across multiple chains. vETH (Value Ether) is one of the assets introduced by Bifrost, which represents staked ETH on Ethereum 2.0 Beacon Chain.

2. **History:** vETH was initially launched in November 2020, with a detailed recap available [here](https://medium.com/bifrost-finance/bifrost-the-achievement-of-decentralization-from-eth-to-veth-29d048cec065). The deposit history of vETH 1.0 can be found [here](https://medium.com/bifrost-finance/veth-multisig-deposits-history-2917839d7de). It was officially listed on Uniswap, Loopring, and DODO as well.

3. **Purpose:** Bifrost aims to create a vETH/ETH pool on Balancer as its primary source of liquidity for vETH on Ethereum. This should result in volume and trading fees for Balancer.

4. **Contract Addresses:**
   - **vETH-WETH Composable Stable Pool**: https://etherscan.io/address/0x793f2d5cd52dfafe7a1a1b0b3988940ba2d6a63d
   - **Gauge with 10% emissions cap:** [0x8a88C1f44854C61a466aB55614F6A7778473418b](https://etherscan.io/address/0x8a88C1f44854C61a466aB55614F6A7778473418b#readContract)

5. **Specification:** The DAO Multisig `0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f` will interact with the AuthorizerAdaptor at `0x8F42aDBbA1B16EaAE3BB5754915E0D06059aDd75` and call performAction with the GaugeController at `0xC128468b7Ce63eA702C1f104D55A2566b13D3ABD` for the target(address) argument and using `0x3a04f900` followed by the gauge address `0x8a88C1f44854C61a466aB55614F6A7778473418b` and the corresponding gauge type for the `data(bytes)` argument.

This specification seems to be related to the interaction between the DAO Multisig, AuthorizerAdaptor, GaugeController, and Gauge in order to manage emissions or rewards for staking vETH.",,bearish
488," The text discusses a proposal to add new candidates to the DAO Multisig's replacement signers list on various blockchains (Ethereum, Polygon, Arbitrum, Fantom). The current approved candidate is Evgeny Yurtaev from Zerion. Kain is leaving due to time constraints and will be replaced by Mounir from Paraswap immediately. Future updates will be announced on Balancer's Discord and Twitter channels. The sentiment of the text is informative and administrative, with a focus on governance changes within the DAO Multisig.",,bullish
490," The text announces the addition of XCAD Network ($XCAD) to PancakeSwap's Syrup Pool for a 90-day period. Users can stake CAKE tokens to earn XCAD rewards. The total XCAD tokens distributed are 285,800, with a token reward per block of 0.1102 XCAD. There is a maximum stake limit of 100 CAKE for the first 48 hours, followed by unlimited staking. A farm offering XCAD-CAKE rewards will also be provided. The team describes $XCAD as a token used for governance, access to creator liquidity offerings, and earning fan tokens via a Google Chrome plugin. Users are cautioned about potential scams and advised to verify the token address before buying tokens.",,bullish
492," The text discusses a proposal by Sigma Prime to provide continuous security assessment services to the Aave ecosystem for 12 months, with up to 280 person-days of effort. This is a preliminary Snapshot vote seeking community approval on this proposal. Sigma Prime has been providing similar services to Aave for the past 2.5 years, reviewing critical components such as Aave v2 and Aave v3.",,bullish
496," The text presents a concern about the current governance process in Balancer, where the Governance Council acts as gatekeepers and has control over what proposals move to a vote. The author suggests that ""soft consensus in the community"" should not be a factor when considering a proposal for a vote, to avoid situations where large token holders support a proposal but the active community does not. The proposed solution is to change the criteria for a ""well defined"" proposal, and implement a required minimum quorum of 100k BAL for any snapshot vote to be valid. If the Governance Council fails to execute their duties in good faith, a proposal to replace them with a different mechanism should be made.",,bullish
497," The text expresses a deeply distressful and desperate situation. The author is seeking financial aid due to an accident that left them and their wife injured, with the wife requiring an expensive operation. They are running short of funds and are appealing for help as they fear losing their spouse. The tone is emotional and urgent, indicating a strong need for empathy and assistance.",,bullish
499," The text discusses a proposal to continue the distribution of UNI tokens, Uniswap's native cryptocurrency, to liquidity providers for an additional two months at a reduced rate. The authors highlight both benefits and drawbacks of the current distribution system, including incentivizing liquidity but also potential farming and dumping of UNI. They propose a new distribution plan with adjusted pool allocations and suggest that this proposal should be put to a vote in Uniswap's governance process. If approved, it will move forward as a formal governance proposal after receiving sufficient support from UNI voters.",,bullish
500," This text discusses a new proposal (AIP-22) for staking pool allocation, which aims to reintroduce a previously rejected proposal (AIP-5) with added caps in the staking process. The total ApeCoin allocation for staking pools and a three-year staking period are outlined in this proposal. The Ape Foundation will administer the implementation, with potential changes made for security, usability, and to protect APE holders. Any significant deviations from the initial approved plan will be disclosed to the community.",,bullish
501," The 1inch DAO generates revenue primarily in USDC through the Swap Surplus collector. The majority of this surplus is converted to USDC and deposited into the DAO's treasury. The 1INCH token, launched on December 23, 2020, has a high trading volume and a large number of users.

The 1INCH token is an ERC-20 token with governance influence held by around 5,391 wallets (staked INCH token, st1INCH). The 1inch Foundation, which holds the majority of the 1INCH tokens, has transferred out most of its tokens and currently holds approximately $15M.

There have been several audits available on Github for the 1inch smart contract. On April 6th, 2022, the 1inch Foundation burned the mint function of 1INCH.

For listing 1INCH as collateral on Aave v2, Gauntlet's risk parameters include:
- Collateral: Yes
- Borrowing: Yes
- LTV: 40%
- Liquidation Threshold: 50%
- Liquidation Penalty: 8.5%
- Reserve Factor: 20%
- UOptimal: 45%
- R_0: 0%
- R_s1: 7%
- R_s2: 300

For further context on the associated risks for listing 1INCH, please refer to the discussion on the governance forum.",,bearish
502," This text summarizes the proposed plan by ApeCoin DAO to build and deploy a scalable and secure blockchain infrastructure called ApeChain using Polygon Architecture. The goal is to support the growth of ApeCoin-integrated projects and drive culture forward into the metaverse, as stated in their mission.

The estimated cost for building, deploying, and maintaining ApeChain for one year is $200,000 USD, with no payments going to Polygon Labs or its affiliates. Instead, these expenses will be used to pay Gateway.fm and cover infrastructure costs. The DAO will decide on funding and maintenance of ApeChain in subsequent years through negotiations with Gateway.fm, contract extensions, or community proposals from experts willing to contribute to ApeChain's maintenance.

The full proposal can be found at this link: https://forum.apecoin.com/t/aip-368-apechain-a-zk-powered-polygon-layer-2-to-support-apecoin-growth/19308. The AIP implementation may be altered to optimize for security, usability, and the protection of APE holders. Any material deviations from the initial proposal will be disclosed to the ApeCoin community.

In summary, ApeCoin DAO aims to build a scalable and secure blockchain infrastructure using Polygon Architecture to support its growth and drive culture forward in the metaverse. The estimated cost for one year is $200,000 USD, with potential future funding decisions made by the DAO.",,bullish
