,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,sentiment_score,sentiment_boolean,summary,sentiment_new
1542,4178,4178,4178,2021-10-08 09:50:25+00:00,pankcakeswap,"Greeting fellow pancake holders. This proposal of mine can change CAKE going forward so please listen.

# Current Situation:
* The Pool's APY for CAKE is continuously going down.
* We now have **very high supply of CAKE in Pool**.
* The best return you can get on your cake is from Pool.
* There are **only 3 farms that use CAKE** token.

# Now, the Idea is:
To use CAKE instead of BNB in farms (Current of upcoming Farm XXX-BNB can be replaced with XXX-CAKE).

# What Impact will it have on CAKE:
* This **will not change CAKE emission** at all.
* Will **create more options** in farms for CAKE holders to participate into. 
* Will **reduce CAKE supply in Pools** as part of this will now be in farms with competitive APYs.
* Lower CAKE supply in Pool will **increase Pool's APY**.",bearish,19.57,2021-10-08 09:50:25+00:00,18.52,18.52,2021-10-10 00:00:00+00:00,5.36535513541134,19.14,-0.0219724067450178,0.9182658195495604,True," The text suggests a proposal to replace BNB with CAKE in existing and future farms, aiming to provide more farming options for CAKE holders, reduce the supply of CAKE in pools, and potentially increase the APY of the pool. The author expresses concern about the current high supply of CAKE in the pool and its decreasing APY. Overall, the sentiment is optimistic and solution-oriented, with an emphasis on improving the value and utility of CAKE for its holders.",bearish
1543,4179,4179,4179,2021-10-02 13:57:44+00:00,pankcakeswap,As we see the NFT marketplace on the swap is a huge success. Can we increase the trade fees to 5% for a greater burn experience giving us an extra crispy pancake!,bearish,19.95,2021-10-02 13:57:44+00:00,18.82,18.82,2021-10-04 00:00:00+00:00,5.6641604010025,19.49,-0.0230576441102755,0.9096393585205078,True,"The text expresses enthusiasm about the success of an NFT marketplace and suggests increasing trade fees to enhance the ""burn"" experience, using a metaphorical term ""extra crispy pancake."" The sentiment is positive and optimistic.",bearish
1546,4193,4193,4193,2021-07-19 07:03:04+00:00,pankcakeswap,"LOTTERY V2 IS VERY GOOD. AWSOME
BY THE CAKE TOKONOMICS, EVERY DAY LOTTERY CAKE EMISSION IS ABT 4,000

WHEN FIRST LOTTERY V2 OFEND, MANY PEOPLE PARTICIPATED LOTTERY V2 BECAUSE OF DEFFERD HUGE LOTTERY CAKE PRIZE. (5 TIMES 1M POT)
THIS IS POSITVE EFFECT IN CAKE DEFLATION. (20% BURNING)

BUT NOW LOTTERY V2 PRIZE IS NOT SO MUCH. SO PATICIPATION RATE IS LOW.

I SUGGEST LOTTERY EMISSION: INCREASE OVER 4,000 / DAILY -> (10,000 CAKE OR OVER)
POOL OR FARM EMISSION DOWN. -> LOTTERY EMISSION UP
(NOW CAKE TOTAL SUPPLY 198.100.770)

WE NEED TO EFFORT CAKE DEFLATION!!!",bearish,12.036,2021-07-19 07:03:04+00:00,10.85,10.85,2021-07-20 00:00:00+00:00,9.85377201728148,12.088,0.0043203722166833,0.8875296711921692,True," The text expresses a positive sentiment towards Lottery V2 initially due to its high potential rewards, but currently, there is a decrease in participation due to lower prize amounts. The author suggests increasing the daily lottery emission (over 4,000 CAKE) and decreasing pool or farm emissions to boost lottery rewards and aid in CAKE deflation.",bearish
1547,4195,4195,4195,2022-01-04 23:33:23+00:00,pankcakeswap,"Shut down farms with rewards below 21% APR and transfer resources to Pools to then have a higher APR.

APR on POOLS is becoming less attractive to investors. So, redistributing resources would be a great alternative.

This can even cause the token value to appreciate in the short term.",bearish,12.01,2022-01-04 23:33:23+00:00,11.0,11.0,2022-01-05 00:00:00+00:00,8.40965861781848,11.18,-0.0691090757701915,0.9242965579032898,True, The text suggests a proposal to close down farms with low returns (below 21% APR) and redistribute resources to pools to increase their attractiveness for investors. This action could potentially boost token value in the short term.,bearish
1550,4199,4199,4199,2021-10-05 08:51:11+00:00,pankcakeswap,"reduction of cake emissions below 10 , that will definately take cake to 100$",bearish,19.96,2021-10-05 08:51:11+00:00,18.57,18.57,2021-10-06 00:00:00+00:00,6.96392785571142,19.585,-0.0187875751503006,0.923603057861328,True," The text suggests a significant decrease in cake emissions, aiming for levels under 10. This could potentially increase the value of cake to $100.",bearish
1551,4202,4202,4202,2022-02-07 14:54:05+00:00,pankcakeswap,"From my point of view, this will give us tones of exposure--->users-->Volume & Fees
Also as we know ppl are afraid to use Defi & Dapps, imagine how more secure ppl will feel seeing PancakeSwap mini app inside Binance app.
i don't know if this is good idea but is on my mind many weeks.",bearish,8.49,2022-02-07 14:54:05+00:00,7.82,7.82,2022-02-08 00:00:00+00:00,7.8916372202591205,8.085,-0.047703180212014,0.9492887854576112,True," The text expresses optimism about increasing user exposure to DeFi and Dapps through the integration of PancakeSwap mini app within the Binance app, aiming to alleviate user fears regarding security in DeFi.",bearish
1555,4211,4211,4211,2021-10-05 08:30:08+00:00,pankcakeswap,"A clarion call for the reduction of cake mission per block, it is now clear that even with cake burn and the buyback of cake, that cake is still highly inflational and this is negatively harming the price of cake as most whales that get a lot of cakes always crash the price once there is a little rise, even if new investors keep buying cake the high emission will keep crippling the price. 
             
						 it is quite obvious that the cake community are clamouring for further  reduction in the emission as a vote for emission reduction has never failed before, even in the various telegram groups, members are always complaining about the negative influence of high emission on price, the community clearly understands that reduction in emmision will also reduce the farm and pool rewards and i can bet that a higher percentage of the community will be in affirmation with emission reduction, even if emmision is further reduced the apy for pools will still be attractive to investors as you can count how many trusted defi protocols that can offer such huge rewards 
						 
						 It is therefore pertinent that the emission of cake per block be drastically reduced in order to battle inflation, the chefs have been working hard to device so many means to tackle inflation but even at that, millions of cakes are still added to the total supply of cake which in turn negatively affects the price. 
						 
						 Much respect to the chefs who has been working hard to bring more utility to cake token, y'all are the real MVP's, we stand with cake and we know you always want what is best for the community, God bless you all, the Moon is the starting point for $CAKE!.",bearish,19.96,2021-10-05 08:30:08+00:00,18.57,18.57,2021-10-06 00:00:00+00:00,6.96392785571142,19.585,-0.0187875751503006,0.8512547016143799,True," The text expresses a strong sentiment of concern about high inflation rates of a digital asset called ""cake,"" which is negatively impacting its price. The community advocates for a reduction in emission (production) of cake tokens to combat this issue, understanding that it may reduce farm and pool rewards but will still offer attractive returns due to the scarcity. The text also acknowledges the efforts of those responsible for the asset's development and expresses optimism about its future potential.",bearish
1556,4212,4212,4212,2022-01-20 19:23:22+00:00,pankcakeswap,"Hello Chefs ,  
We need a new ATH for cake and to achieve this we need to stop the emission , we need to use cake to buy and sell NTFs and not BNB , we need more utilities for cake be great again . In Cake we trust and I know you are working to get it.
 
 Community , do you agree to stop emission to make CAKE great again?",bearish,10.27,2022-01-20 19:23:22+00:00,8.72,8.72,2022-01-21 00:00:00+00:00,15.092502434274571,8.219999999999999,-0.1996105160662123,0.8051139712333679,True," The text expresses a desire among the community to improve the value of CAKE (Cake DeFi token) by stopping its emission, utilizing it for NFT transactions instead of BNB, and increasing its utilities. The author encourages agreement from the community on this proposal.",bearish
1560,4230,4230,4230,2021-12-26 20:40:08+00:00,pankcakeswap,"In our bid to increase CAKE value proposition, I want to propose that we add more features; notably LAUNCHPAD funtionality for crowdraising funds for viable projects.

With this, the demand for CAKE will  be so much, and that would definately have a direct impact on its value and the overall ecosystem.",bearish,12.83,2021-12-26 20:40:08+00:00,12.0,12.0,2021-12-28 00:00:00+00:00,6.46921278254092,12.66,-0.0132501948558066,0.9239105582237244,True," The text proposes enhancing CAKE's value proposition by adding Launchpad functionality for crowdfunding projects, anticipating increased demand and a positive impact on its value and ecosystem.",bearish
1572,4267,4267,4267,2021-12-04 10:41:48+00:00,pankcakeswap,"We could really do with pushing this, would increase the price of the bunnys and the overall NFT market.",bearish,11.59,2021-12-04 10:41:48+00:00,10.57,10.57,2021-12-05 00:00:00+00:00,8.8006902502157,11.71,0.0103537532355479,0.9248653054237366,True," The text suggests a strong desire to promote the product (bunnies and NFT market), as it is believed that doing so will boost prices.",bearish
1573,4268,4268,4268,2022-03-13 08:40:58+00:00,pankcakeswap,"For the sustainability of the project, I think if we change all Farms that are paired with BNB to be paired with CAKE it will create much buying pressure and pump the price up. Also keeping the selling pressure a little bit off. And make cake much useful.",bearish,5.75,2022-03-13 08:40:58+00:00,5.31,5.31,2022-03-15 00:00:00+00:00,7.652173913043479,5.62,-0.0226086956521738,0.8518335223197937,True," The text suggests a proposed action to shift farm pairings from BNB to CAKE, anticipating increased buying pressure and potential price increase for CAKE, while reducing selling pressure. It aims to make CAKE more valuable or useful.",bearish
1575,4272,4272,4272,2021-12-03 11:53:51+00:00,pankcakeswap,"Hello everyone, to burn more cake and attract liquidity we need new mechanisms and new functions for Pancakeswap.

I propose to give a higher priority in the roadmap in the development of:
1) Lending & borrowing
2) Fixed terms staking",bearish,12.55,2021-12-03 11:53:51+00:00,10.0,10.0,2021-12-04 00:00:00+00:00,20.31872509960159,11.36,-0.0948207171314742,0.9031800627708436,True," The text suggests a desire for increased focus on lending, borrowing, and fixed-term staking functions within Pancakeswap to enhance its performance.",bearish
