,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,category
135,135,135,2022-07-21 19:05:42+00:00,optimism," The Governance Fund Phase 1 proposal is now ready for voting in Cycle 4. It has been approved by a delegate for voting. For more information, visit the Voting Cycle 4 Roundup.",bearish,0.776,2022-07-21 00:00:00+00:00,0.651,0.651,2022-07-21 00:00:00+00:00,-0.1610824742268041,0.8503333333333334,0.0957903780068728,verySmall
138,138,138,2022-02-22 20:04:27.021000+00:00,makerdao," This text is a notice for a MakerDAO meeting, which is scheduled on February 24th. The meeting will be held via Zoom with a password for the waiting room set as 748478. The agenda includes a governance round-up, initiative updates, selected discussions, other discussions, and general Q&A.

The governance round-up includes updates on polls and executive status, Maker Improvement Proposals (MIPs), and a forum summary. Initiative updates will be presented by @mixed ETHDenver.

Selected discussions will focus on the DAO's readiness to work with service-provider Core Units (CUs) like Immunifi Security, Maker Talent, Maker Academy, Legal, Accounting, Oversight, etc. The meeting will also address governance mining, D3M spread management, altering Community Greenlight Polls process, institutional vault deals, delegate compensation, ways to improve governance, prioritization at MakerDAO, ESM increases and management, and other open discussion topics.",bearish,1814.0,2022-02-24 00:00:00+00:00,1512.0,1512.0,2022-02-24 00:00:00+00:00,-0.1664829106945975,1815.3333333333333,0.0007350238882763,verySmall
145,145,145,2023-08-16 17:56:48+00:00,balancer," Overnight.fi is a protocol specializing in delta-neutral strategies, with its core product being USD+, a stablecoin backed by yield-generating DeFi strategies. The new implementation of Overnight Pulse, a boosted USDC-DAI pool relying on USD+ for yield, is seeking incentivization to grow its TVL and attract more liquidity. This request aims to enable the gauge for the Overnight Pulse pool on Optimism under BIP-19, allowing it to earn protocol fees and use a portion of the yield to bribe for votes. The pool is expected to generate significant trading volumes and fees for Beets/Balancer, with incentives used partially to boostrap the pool via Aura. The pool can be found at this link: [pool's link] and its gauge at [gauge's link].",bearish,3.984,2023-08-17 00:00:00+00:00,3.2,3.2,2023-08-17 00:00:00+00:00,-0.1967871485943774,3.7756666666666665,-0.0522925033467202,verySmall
149,149,149,2020-10-05 08:44:34+00:00,sushi," The community has decided to gradually reduce the maximum total supply of SUSHI tokens to 250M over a period of three years, with the number of SUSHI per block decreasing monthly. A detailed schedule can be found on the SushiSwapClassic forum.",bearish,0.845,2020-10-06 00:00:00+00:00,0.626,0.626,2020-10-06 00:00:00+00:00,-0.2591715976331361,0.7203333333333334,-0.1475345167652859,small
150,150,150,2023-04-22 12:17:08+00:00,pankcakeswap," Token holders can receive an airdrop until August 10, 2023. The minimum amount for each token is equivalent to $200 at the time of the snapshot on April 10, 2023. Allocations are based on balance during the snapshot time and support Ethereum, Binance Smart Chain, Polygon, and Optimism networks.",bearish,3.401,2023-04-24 00:00:00+00:00,2.811,2.811,2023-04-24 00:00:00+00:00,-0.1734783887092031,3.2099999999999995,-0.0561599529550133,verySmall
160,160,160,2021-02-05 20:00:41.299000+00:00,uniswap," The Harvard Law School Blockchain and Fintech Initiative (HLSBFI) is a student group at Harvard Law, promoting education and career opportunities in blockchain and fintech. They've expressed excitement about Uniswap's growth and plan to provide insights on proposals. Their core values include long-term value creation, fairness, education, maintaining Uniswap's original mission, diversity and inclusion, transparency, independent decision-making, and openness to input. If these values align with you, consider delegating your votes to HLSBFI. They can be found on Twitter at @HarvardLawBFI.",bearish,21.145,2021-02-07 00:00:00+00:00,17.06,17.06,2021-02-07 00:00:00+00:00,-0.1931898794041145,19.6847,-0.0690612437928588,verySmall
164,164,164,2024-06-24 17:41:20.286000+00:00,lido," Here's a summary of the information provided:

1. Position Value, Mark Value, Unrealized PnL, and Floating Funding are key concepts in financial trading using Maison's platform.

2. Position Value is calculated by multiplying the number of contracts, multiplier, average entry price, and days until expiry, then dividing the result by 365.
   Mark Value is calculated similarly but uses the mark price instead of the average entry price.
   Unrealized PnL is the difference between Mark Value and Position Value.

3. Floating Funding is applied every 24 hours at 12:00 UTC, and a fee of 0.001% is imposed on these transactions.

4. The trading core specification includes an Ethereum asset layer, an on-chain orderbook hosted on an Optimism-based Appchain with Celestia DA for matching and settlement, and various stages for order placement, management, matching, querying, and security measures.

5. Maison's role is to provide a unique trading protocol that connects various staking and re-staking solutions, increase liquidity, offer hedging opportunities, and promote the adoption of re-staking solutions.

6. Maison expects Lido and Symbiotic to accept it as a member of the Lido Alliance, provide partnership benefits for business development, and represent Maison as an official partner.

7. Re-Staking yield swaps are expected to benefit both individual users and protocols like Lido and various re-staking solutions by enhancing liquidity, providing hedging opportunities, and enabling sophisticated investment strategies.",bearish,2.384,2024-06-24 00:00:00+00:00,1.992,1.992,2024-06-24 00:00:00+00:00,-0.1644295302013422,2.383,-0.0004194630872482,verySmall
165,165,165,2023-03-02 13:12:41+00:00,synapse," The text discusses a proposal by Synapse DAO to migrate liquidity and incentives from SushiSwap to Balancer and Aura platforms. This move aims to increase pool liquidity and reduce SYN emissions. Currently, the rewards contract distributes approximately $12,000 worth of SYN incentives daily to staked LPs in the SYN/ETH pool on SushiSwap.

The proposal suggests a gradual migration process: initially reallocating 15,000 SYN per week to Aura's Hidden Hand incentives for one voting cycle (two weeks), followed by an increase to 25,000 SYN per week and eventually 35,000 SYN per week. This migration is expected to deepen pool liquidity while reducing Synapse DAO's Pool 2 spend by 40%, saving over $2m worth of SYN per year.

To fully benefit from the voting incentives, all SYN/ETH Balancer LPs need to stake their liquidity on Aura. The success of this proposal will be evaluated after four months (after eight voting cycles). If no alternative is proposed, the incentive program will continue.",bearish,1.2011,2023-03-04 00:00:00+00:00,1.006,1.006,2023-03-04 00:00:00+00:00,-0.1624344351011573,1.1140666666666668,-0.0724613548691476,verySmall
167,167,167,2021-09-18 23:43:22+00:00,pankcakeswap," The text proposes a new feature for predictions where users can bet on the higher odds, guaranteeing a minimum return of 2.1x and refunding any excess. This system would prevent adjustments (up or down) and only reveal the outcome once it starts. Advantages include encouraging more betting activity, providing a more balanced win multiplier, and allowing for larger bets as current limits result in smaller wins with big bets due to unbalanced betting.",bearish,22.41,2021-09-20 00:00:00+00:00,18.7,18.7,2021-09-20 00:00:00+00:00,-0.1655510932619366,21.44,-0.0432842481035253,verySmall
170,170,170,2020-12-21 14:51:37.493000+00:00,aave,"
The author discusses a tool developed by Uniswap that allows users to easily declare themselves as delegates for their governance protocols. They suggest adding Aave to this list and have started writing the necessary code on Github. The author notes a potential issue: Aave has two governance tokens, AAVE and stkAAVE, but there's no straightforward method to provide Sybil access to both as one token. They invite suggestions for solving this problem. The author believes that this tool will significantly enhance the Aave ecosystem by making it easier to announce delegates, view delegate votes, and proposals in a single interface, rather than just on the governance forum page.",bearish,80.757,2020-12-23 00:00:00+00:00,63.021,63.021,2020-12-23 00:00:00+00:00,-0.2196218284483079,80.26833333333333,-0.0060510750358071,verySmall
174,174,174,2020-09-13 01:58:13+00:00,sushi," The text discusses a proposal to invest $50k in community proposals through the Conviction Voting app, an emerging tool for decentralized governance aimed at overcoming challenges such as plutocracy, vote-buying, and on-chain voter apathy. This pilot is particularly relevant to the DeFi landscape as it addresses the governance bottleneck in large distributed communities. The Conviction Funding program has been developed by multiple teams including Aragon One, 1Hive, BlockScience, and the Commons Stack. It will be run on an Aragon DAO with a treasury of 9k ANT (currently valued at $60,390). Proposal submissions and voting will start on August 27 and end on October 8.",bearish,2.329,2020-09-15 00:00:00+00:00,1.679,1.679,2020-09-15 00:00:00+00:00,-0.2790897380850151,2.1826666666666665,-0.0628309718047804,small
175,175,175,2023-11-08 08:18:33+00:00,pankcakeswap," Today's news about UniSwap raises concerns. To safeguard PancakeSwap users, we should collaborate with top-tier security analysts. Striving to be the most secure Decentralized Exchange (DEX) is our priority going forward.",bearish,2.167,2023-11-09 00:00:00+00:00,1.782,1.782,2023-11-09 00:00:00+00:00,-0.1776649746192892,2.067,-0.0461467466543609,verySmall
179,179,179,2022-12-15 19:02:05.473000+00:00,apecoin," The proposal aims to create a mission statement for the ApeCoin Decentralized Autonomous Organization (DAO), focusing on aligning stakeholders and streamlining decision-making processes. Josh Friedberg, a former professional skateboarder and co-founder of 411 Video Magazine, is leading this initiative. The mission statement will be developed through workshops facilitated by the Smithsonian's Lemelson Center for Invention and Innovation, with input from various community members. The process includes collecting and sharing survey information, remote group discussions, and translation services for multilingual communities. The timeline for this proposal is three months, starting in January 2023, with the costs estimated at an undisclosed amount to be paid in ApeCoin based on the previous 30-day average exchange rate. Any unspent funds will be returned to the APE Foundation at the conclusion of the process.",bearish,3.976,2022-12-17 00:00:00+00:00,3.254,3.254,2022-12-17 00:00:00+00:00,-0.18158953722334,3.660333333333333,-0.07939302481556,verySmall
